"","Symbol","Year","Indicator"
"946","IPHS","Y2008",1
"947","IPIC","Y2008",0
"948","IPWR","Y2008",0
"949","IPXL","Y2008",1
"950","IRBT","Y2008",0
"951","IRCP","Y2008",0
"952","IRDM","Y2008",1
"953","IRDMB","Y2008",NA
"954","IRIX","Y2008",1
"955","IRMD","Y2008",0
"956","IRTC","Y2008",0
"957","IRWD","Y2008",0
"958","ISCA","Y2008",0
"959","ISIG","Y2008",1
"960","ISNS","Y2008",1
"961","ISRG","Y2008",0
"962","ISRL","Y2008",1
"963","ISSC","Y2008",0
"964","ITCI","Y2008",0
"965","ITI","Y2008",0
"966","ITRI","Y2008",1
"967","ITRN","Y2008",1
"968","ITUS","Y2008",0
"969","IVAC","Y2008",0
"970","IVTY","Y2008",0
"971","IZEA","Y2008",0
"972","JACK","Y2008",0
"973","JAGX","Y2008",0
"974","JAKK","Y2008",1
"975","JASN","Y2008",0
"976","JASO","Y2008",1
"977","JAZZ","Y2008",1
"978","JBHT","Y2008",1
"979","JBLU","Y2008",0
"980","JBSS","Y2008",0
"981","JCOM","Y2008",1
"982","JCS","Y2008",0
"983","JCTCF","Y2008",0
"984","JD","Y2008",0
"985","JJSF","Y2008",0
"986","JKHY","Y2008",0
"987","JMBA","Y2008",1
"988","JMU","Y2008",0
"989","JNCE","Y2008",0
"990","JNP","Y2008",1
"991","JOBS","Y2008",1
"992","JOUT","Y2008",0
"993","JSYN","Y2008",0
"994","JUNO","Y2008",0
"995","JVA","Y2008",0
"996","JYNT","Y2008",0
"997","KALA","Y2008",0
"998","KALU","Y2008",1
"999","KALV","Y2008",0
"1000","KANG","Y2008",0
"1001","KBAL","Y2008",0
"1002","KBSF","Y2008",0
"1003","KE","Y2008",0
"1004","KELYA","Y2008",0
"1005","KELYB","Y2008",0
"1006","KEQU","Y2008",0
"1007","KERX","Y2008",1
"1008","KEYW","Y2008",0
"1009","KFRC","Y2008",1
"1010","KGJI","Y2008",1
"1011","KHC","Y2008",0
"1012","KIDS","Y2008",0
"1013","KIN","Y2008",0
"1014","KIRK","Y2008",0
"1015","KLAC","Y2008",0
"1016","KLIC","Y2008",0
"1017","KLXI","Y2008",0
"1018","KMDA","Y2008",0
"1019","KMPH","Y2008",0
"1020","KNDI","Y2008",1
"1021","KONA","Y2008",1
"1022","KONE","Y2008",0
"1023","KOOL","Y2008",0
"1024","KOPN","Y2008",1
"1025","KOSS","Y2008",0
"1026","KPTI","Y2008",0
"1027","KRNT","Y2008",0
"1028","KRYS","Y2008",NA
"1029","KTCC","Y2008",0
"1030","KTEC","Y2008",0
"1031","KTOS","Y2008",1
"1032","KTOV","Y2008",0
"1033","KTWO","Y2008",0
"1034","KURA","Y2008",0
"1035","KVHI","Y2008",1
"1036","KZIA","Y2008",0
"1037","LABL","Y2008",0
"1038","LAKE","Y2008",0
"1039","LAMR","Y2008",1
"1040","LANC","Y2008",0
"1041","LAND","Y2008",0
"1042","LAUR","Y2008",0
"1043","LAWS","Y2008",1
"1044","LAYN","Y2008",0
"1045","LBCC","Y2008",0
"1046","LBIX","Y2008",0
"1047","LBRDA","Y2008",0
"1048","LBRDK","Y2008",0
"1049","LBTYA","Y2008",0
"1050","LBTYB","Y2008",0
"1051","LBTYK","Y2008",0
"1052","LCUT","Y2008",1
"1053","LE","Y2008",0
"1054","LECO","Y2008",1
"1055","LEDS","Y2008",0
"1056","LENS","Y2008",0
"1057","LEXEA","Y2008",0
"1058","LEXEB","Y2008",0
"1059","LFUS","Y2008",1
"1060","LFVN","Y2008",0
"1061","LGCY","Y2008",1
"1062","LGCYO","Y2008",NA
"1063","LGCYP","Y2008",NA
"1064","LGIH","Y2008",0
"1065","LGND","Y2008",1
"1066","LHCG","Y2008",1
"1067","LIFE","Y2008",0
"1068","LILA","Y2008",0
"1069","LILAK","Y2008",0
"1070","LINC","Y2008",1
"1071","LIND","Y2008",0
"1072","LINK","Y2008",1
"1073","LINU","Y2008",0
"1074","LITE","Y2008",0
"1075","LIVN","Y2008",0
"1076","LJPC","Y2008",0
"1077","LKQ","Y2008",1
"1078","LLIT","Y2008",0
"1079","LLNW","Y2008",0
"1080","LMAT","Y2008",1
"1081","LMB","Y2008",0
"1082","LMNR","Y2008",0
"1083","LMNX","Y2008",1
"1084","LMRK","Y2008",0
"1085","LNCE","Y2008",1
"1086","LNDC","Y2008",0
"1087","LNTH","Y2008",0
"1088","LOAN","Y2008",1
"1089","LOCO","Y2008",0
"1090","LOGI","Y2008",0
"1091","LOGM","Y2008",0
"1092","LONE","Y2008",0
"1093","LOOP","Y2008",0
"1094","LOPE","Y2008",0
"1095","LORL","Y2008",1
"1096","LOXO","Y2008",0
"1097","LPCN","Y2008",0
"1098","LPNT","Y2008",1
"1099","LPSN","Y2008",1
"1100","LPTH","Y2008",0
"1101","LPTX","Y2008",0
"1102","LQDT","Y2008",0
"1103","LRAD","Y2008",0
"1104","LRCX","Y2008",0
"1105","LSCC","Y2008",1
"1106","LSTR","Y2008",1
"1107","LSXMK","Y2008",0
"1108","LTBR","Y2008",1
"1109","LTRPA","Y2008",0
"1110","LTRPB","Y2008",0
"1111","LTRX","Y2008",0
"1112","LULU","Y2008",0
"1113","LUNA","Y2008",1
"1114","LVNTA","Y2008",0
"1115","LVNTB","Y2008",0
"1116","LWAY","Y2008",1
"1117","LXRX","Y2008",1
"1118","LYTS","Y2008",0
"1119","MACK","Y2008",0
"1120","MAGS","Y2008",1
"1121","MAMS","Y2008",0
"1122","MANH","Y2008",0
"1123","MANT","Y2008",1
"1124","MAR","Y2008",0
"1125","MARA","Y2008",0
"1126","MARK","Y2008",1
"1127","MARPS","Y2008",0
"1128","MASI","Y2008",1
"1129","MAT","Y2008",1
"1130","MATR","Y2008",1
"1131","MATW","Y2008",0
"1132","MAYS","Y2008",0
"1133","MB","Y2008",0
"1134","MBII","Y2008",0
"1135","MBIO","Y2008",NA
"1136","MBOT","Y2008",1
"1137","MBRX","Y2008",0
"1138","MBUU","Y2008",0
"1139","MBVX","Y2008",1
"1140","MCEP","Y2008",0
"1141","MCFT","Y2008",0
"1142","MCHP","Y2008",0
"1143","MCHX","Y2008",1
"1144","MCRB","Y2008",0
"1145","MCRI","Y2008",1
"1146","MDB","Y2008",0
"1147","MDCA","Y2008",1
"1148","MDCO","Y2008",1
"1149","MDGL","Y2008",1
"1150","MDGS","Y2008",0
"1151","MDLZ","Y2008",0
"1152","MDRX","Y2008",1
"1153","MDSO","Y2008",1
"1154","MDWD","Y2008",0
"1155","MDXG","Y2008",1
"1156","MEDP","Y2008",0
"1157","MEET","Y2008",1
"1158","MEIP","Y2008",0
"1159","MELI","Y2008",1
"1160","MEOH","Y2008",1
"1161","MERC","Y2008",0
"1162","MESO","Y2008",0
"1163","METC","Y2008",0
"1164","MGEE","Y2008",1
"1165","MGEN","Y2008",0
"1166","MGI","Y2008",1
"1167","MGIC","Y2008",1
"1168","MGLN","Y2008",1
"1169","MGNX","Y2008",0
"1170","MGPI","Y2008",1
"1171","MGRC","Y2008",1
"1172","MICT","Y2008",0
"1173","MIDD","Y2008",1
"1174","MIK","Y2008",0
"1175","MIME","Y2008",0
"1176","MIND","Y2008",0
"1177","MINI","Y2008",0
"1178","MITK","Y2008",0
"1179","MITL","Y2008",0
"1180","MKSI","Y2008",1
"1181","MLAB","Y2008",0
"1182","MLCO","Y2008",1
"1183","MLHR","Y2008",0
"1184","MLNK","Y2008",0
"1185","MLNT","Y2008",0
"1186","MLNX","Y2008",0
"1187","MMLP","Y2008",0
"1188","MMSI","Y2008",1
"1189","MMYT","Y2008",0
"1190","MNDO","Y2008",1
"1191","MNGA","Y2008",1
"1192","MNKD","Y2008",1
"1193","MNLO","Y2008",0
"1194","MNOV","Y2008",0
"1195","MNRO","Y2008",0
"1196","MNST","Y2008",1
"1197","MNTA","Y2008",1
"1198","MNTX","Y2008",1
"1199","MOBL","Y2008",0
"1200","MOMO","Y2008",0
"1201","MOSY","Y2008",1
"1202","MOTS","Y2008",0
"1203","MOXC","Y2008",0
"1204","MPAA","Y2008",0
"1205","MPVD","Y2008",1
"1206","MPWR","Y2008",1
"1207","MRAM","Y2008",0
"1208","MRCY","Y2008",0
"1209","MRDN","Y2008",1
"1210","MRNS","Y2008",0
"1211","MRSN","Y2008",0
"1212","MRTN","Y2008",1
"1213","MRTX","Y2008",0
"1214","MRUS","Y2008",0
"1215","MRVL","Y2008",0
"1216","MSCC","Y2008",0
"1217","MSEX","Y2008",1
"1218","MSFT","Y2008",0
"1219","MSON","Y2008",0
"1220","MSTR","Y2008",0
"1221","MTBC","Y2008",0
"1222","MTBCP","Y2008",NA
"1223","MTCH","Y2008",0
"1224","MTEM","Y2008",1
"1225","MTEX","Y2008",1
"1226","MTFB","Y2008",0
"1227","MTGE","Y2008",0
"1228","MTGEP","Y2008",NA
"1229","MTLS","Y2008",0
"1230","MTP","Y2008",0
"1231","MTRX","Y2008",0
"1232","MTSC","Y2008",0
"1233","MTSI","Y2008",0
"1234","MTSL","Y2008",1
"1235","MU","Y2008",0
"1236","MVIS","Y2008",1
"1237","MXIM","Y2008",0
"1238","MXWL","Y2008",0
"1239","MYGN","Y2008",0
"1240","MYL","Y2008",1
"1241","MYND","Y2008",0
"1242","MYOK","Y2008",0
"1243","MYOS","Y2008",0
"1244","MYRG","Y2008",1
"1245","MYSZ","Y2008",0
"1246","MZOR","Y2008",0
"1247","NAII","Y2008",0
"1248","NAKD","Y2008",0
"1249","NANO","Y2008",1
"1250","NAOV","Y2008",0
"1251","NATH","Y2008",0
"1252","NATI","Y2008",1
"1253","NATR","Y2008",1
"1254","NAUH","Y2008",0
"1255","NBEV","Y2008",0
"1256","NBIX","Y2008",0
"1257","NBRV","Y2008",0
"1258","NCMI","Y2008",1
"1259","NCNA","Y2008",0
"1260","NCSM","Y2008",0
"1261","NCTY","Y2008",1
"1262","NDLS","Y2008",0
"1263","NDRA","Y2008",NA
"1264","NDSN","Y2008",0
"1265","NEO","Y2008",1
"1266","NEOG","Y2008",0
"1267","NEON","Y2008",1
"1268","NEOS","Y2008",0
"1269","NEPT","Y2008",1
"1270","NERV","Y2008",0
"1271","NETE","Y2008",0
"1272","NEWA","Y2008",0
"1273","NEXT","Y2008",0
"1274","NFEC","Y2008",1
"1275","NFLX","Y2008",0
"1276","NH","Y2008",0
"1277","NHTC","Y2008",1
"1278","NICE","Y2008",1
"1279","NIHD","Y2008",0
"1280","NITE","Y2008",0
"1281","NK","Y2008",0
"1282","NKTR","Y2008",1
"1283","NLNK","Y2008",0
"1284","NLST","Y2008",1
"1285","NMRD","Y2008",0
"1286","NNBR","Y2008",1
"1287","NNDM","Y2008",0
"1288","NOVN","Y2008",0
"1289","NOVT","Y2008",1
"1290","NRCIA","Y2008",0
"1291","NRCIB","Y2008",1
"1292","NSIT","Y2008",1
"1293","NSSC","Y2008",0
"1294","NSTG","Y2008",0
"1295","NSYS","Y2008",1
"1296","NTAP","Y2008",0
"1297","NTCT","Y2008",0
"1298","NTEC","Y2008",0
"1299","NTES","Y2008",1
"1300","NTGR","Y2008",0
"1301","NTIC","Y2008",0
"1302","NTLA","Y2008",0
"1303","NTNX","Y2008",0
"1304","NTRA","Y2008",0
"1305","NTRI","Y2008",1
"1306","NTRP","Y2008",0
"1307","NTWK","Y2008",0
"1308","NUAN","Y2008",0
"1309","NURO","Y2008",0
"1310","NUVA","Y2008",1
"1311","NVAX","Y2008",1
"1312","NVCN","Y2008",1
"1313","NVCR","Y2008",0
"1314","NVDA","Y2008",0
"1315","NVEC","Y2008",0
"1316","NVEE","Y2008",0
"1317","NVFY","Y2008",0
"1318","NVIV","Y2008",0
"1319","NVLN","Y2008",1
"1320","NVMI","Y2008",1
"1321","NVTR","Y2008",0
"1322","NVUS","Y2008",0
"1323","NWPX","Y2008",1
"1324","NWS","Y2008",0
"1325","NWSA","Y2008",0
"1326","NXEO","Y2008",0
"1327","NXPI","Y2008",0
"1328","NXST","Y2008",1
"1329","NXTD","Y2008",0
"1330","NXTM","Y2008",0
"1331","NYMT","Y2008",1
"1332","NYMX","Y2008",1
"1333","NYNY","Y2008",1
"1334","OACQ","Y2008",0
"1335","OASM","Y2008",0
"1336","OBCI","Y2008",1
"1337","OBLN","Y2008",0
"1338","OBSV","Y2008",0
"1339","OCC","Y2008",0
"1340","OCLR","Y2008",0
"1341","OCUL","Y2008",0
"1342","ODFL","Y2008",1
"1343","ODP","Y2008",1
"1344","ODT","Y2008",0
"1345","OESX","Y2008",0
"1346","OFIX","Y2008",1
"1347","OFLX","Y2008",1
"1348","OHGI","Y2008",0
"1349","OHRP","Y2008",0
"1350","OIIM","Y2008",1
"1351","OKTA","Y2008",0
"1352","OLED","Y2008",1
"1353","OLLI","Y2008",0
"1354","OMAB","Y2008",1
"1355","OMCL","Y2008",1
"1356","OMED","Y2008",0
"1357","OMER","Y2008",0
"1358","OMEX","Y2008",1
"1359","OMNT","Y2008",1
"1360","ON","Y2008",0
"1361","ONCE","Y2008",0
"1362","ONCS","Y2008",0
"1363","ONS","Y2008",0
"1364","ONTX","Y2008",0
"1365","ONVO","Y2008",0
"1366","OPGN","Y2008",0
"1367","OPHT","Y2008",0
"1368","OPK","Y2008",1
"1369","OPNT","Y2008",0
"1370","OPTN","Y2008",0
"1371","OPTT","Y2008",0
"1372","ORBC","Y2008",1
"1373","ORBK","Y2008",1
"1374","OREX","Y2008",1
"1375","ORIG","Y2008",0
"1376","ORLY","Y2008",1
"1377","ORMP","Y2008",0
"1378","ORPN","Y2008",0
"1379","OSIS","Y2008",0
"1380","OSN","Y2008",0
"1381","OSS","Y2008",0
"1382","OSTK","Y2008",1
"1383","OSUR","Y2008",1
"1384","OTEL","Y2008",1
"1385","OTEX","Y2008",0
"1386","OTIC","Y2008",0
"1387","OTIV","Y2008",1
"1388","OTTR","Y2008",0
"1389","OVAS","Y2008",0
"1390","OVID","Y2008",0
"1391","OXFD","Y2008",0
"1392","PAAS","Y2008",1
"1393","PACB","Y2008",0
"1394","PAHC","Y2008",0
"1395","PANL","Y2008",0
"1396","PATI","Y2008",0
"1397","PATK","Y2008",1
"1398","PAVM","Y2008",0
"1399","PAYX","Y2008",0
"1400","PBPB","Y2008",0
"1401","PBYI","Y2008",0
"1402","PCAR","Y2008",0
"1403","PCH","Y2008",0
"1404","PCLN","Y2008",1
"1405","PCMI","Y2008",1
"1406","PCOM","Y2008",0
"1407","PCRX","Y2008",0
"1408","PCTI","Y2008",1
"1409","PCTY","Y2008",0
"1410","PCYG","Y2008",0
"1411","PCYO","Y2008",0
"1412","PDCE","Y2008",1
"1413","PDCO","Y2008",0
"1414","PDEX","Y2008",0
"1415","PDFS","Y2008",1
"1416","PDLI","Y2008",1
"1417","PDVW","Y2008",0
"1418","PEGA","Y2008",1
"1419","PEGI","Y2008",0
"1420","PEIX","Y2008",1
"1421","PENN","Y2008",1
"1422","PEP","Y2008",0
"1423","PERI","Y2008",1
"1424","PERY","Y2008",0
"1425","PESI","Y2008",0
"1426","PETQ","Y2008",0
"1427","PETS","Y2008",0
"1428","PETX","Y2008",0
"1429","PETZ","Y2008",0
"1430","PFIE","Y2008",0
"1431","PFIN","Y2008",1
"1432","PFMT","Y2008",0
"1433","PFPT","Y2008",0
"1434","PFSW","Y2008",1
"1435","PGLC","Y2008",0
"1436","PGNX","Y2008",1
"1437","PHII","Y2008",1
"1438","PHIIK","Y2008",1
"1439","PI","Y2008",0
"1440","PINC","Y2008",0
"1441","PIRS","Y2008",0
"1442","PIXY","Y2008",0
"1443","PKOH","Y2008",1
"1444","PLAB","Y2008",0
"1445","PLAY","Y2008",0
"1446","PLCE","Y2008",0
"1447","PLPC","Y2008",1
"1448","PLSE","Y2008",0
"1449","PLUG","Y2008",1
"1450","PLUS","Y2008",0
"1451","PLXP","Y2008",0
"1452","PLXS","Y2008",0
"1453","PLYA","Y2008",0
"1454","PMD","Y2008",1
"1455","PNK","Y2008",0
"1456","PNRG","Y2008",0
"1457","PNTR","Y2008",1
"1458","PODD","Y2008",1
"1459","POLA","Y2008",0
"1460","POOL","Y2008",1
"1461","POPE","Y2008",0
"1462","POWI","Y2008",0
"1463","POWL","Y2008",0
"1464","PPC","Y2008",0
"1465","PPIH","Y2008",0
"1466","PRAH","Y2008",0
"1467","PRAN","Y2008",0
"1468","PRCP","Y2008",0
"1469","PRFT","Y2008",1
"1470","PRGS","Y2008",0
"1471","PRGX","Y2008",1
"1472","PRIM","Y2008",0
"1473","PRKR","Y2008",1
"1474","PRMW","Y2008",0
"1475","PRPH","Y2008",1
"1476","PRPL","Y2008",0
"1477","PRPO","Y2008",0
"1478","PRQR","Y2008",0
"1479","PRSC","Y2008",1
"1480","PRSS","Y2008",0
"1481","PRTA","Y2008",0
"1482","PRTK","Y2008",1
"1483","PRTO","Y2008",0
"1484","PRTS","Y2008",1
"1485","PSDO","Y2008",0
"1486","PSDV","Y2008",0
"1487","PSMT","Y2008",0
"1488","PSTI","Y2008",0
"1489","PTC","Y2008",0
"1490","PTCT","Y2008",0
"1491","PTEN","Y2008",0
"1492","PTGX","Y2008",0
"1493","PTI","Y2008",0
"1494","PTIE","Y2008",0
"1495","PTLA","Y2008",0
"1496","PTNR","Y2008",1
"1497","PTSI","Y2008",1
"1498","PTX","Y2008",1
"1499","PULM","Y2008",0
"1500","PVAC","Y2008",0
"1501","PXLW","Y2008",1
"1502","PXS","Y2008",0
"1503","PYPL","Y2008",0
"1504","PZZA","Y2008",1
"1505","QADA","Y2008",0
"1506","QADB","Y2008",0
"1507","QBAK","Y2008",0
"1508","QCOM","Y2008",0
"1509","QDEL","Y2008",1
"1510","QIWI","Y2008",0
"1511","QLYS","Y2008",0
"1512","QNST","Y2008",0
"1513","QRHC","Y2008",0
"1514","QRVO","Y2008",0
"1515","QSII","Y2008",0
"1516","QTNA","Y2008",0
"1517","QTNT","Y2008",0
"1518","QTRH","Y2008",1
"1519","QTRX","Y2008",0
"1520","QUIK","Y2008",1
"1521","QUMU","Y2008",1
"1522","QURE","Y2008",0
"1523","QVCA","Y2008",1
"1524","QVCB","Y2008",1
"1525","RADA","Y2008",1
"1526","RAIL","Y2008",1
"1527","RAND","Y2008",1
"1528","RARE","Y2008",0
"1529","RAVE","Y2008",0
"1530","RAVN","Y2008",0
"1531","RBBN","Y2008",1
"1532","RBCN","Y2008",1
"1533","RCII","Y2008",1
"1534","RCKT","Y2008",0
"1535","RCKY","Y2008",1
"1536","RCM","Y2008",0
"1537","RCMT","Y2008",1
"1538","RCON","Y2008",0
"1539","RDCM","Y2008",1
"1540","RDHL","Y2008",0
"1541","RDI","Y2008",1
"1542","RDIB","Y2008",1
"1543","RDNT","Y2008",1
"1544","RDUS","Y2008",0
"1545","RDWR","Y2008",1
"1546","RECN","Y2008",0
"1547","REDU","Y2008",0
"1548","REFR","Y2008",1
"1549","REGI","Y2008",0
"1550","REGN","Y2008",0
"1551","REIS","Y2008",1
"1552","RELL","Y2008",0
"1553","RELV","Y2008",1
"1554","REPH","Y2008",0
"1555","RESN","Y2008",0
"1556","RETO","Y2008",0
"1557","REXX","Y2008",1
"1558","RFIL","Y2008",0
"1559","RGCO","Y2008",0
"1560","RGEN","Y2008",1
"1561","RGLD","Y2008",0
"1562","RGLS","Y2008",0
"1563","RGNX","Y2008",0
"1564","RGSE","Y2008",0
"1565","RIBT","Y2008",1
"1566","RICK","Y2008",0
"1567","RIGL","Y2008",1
"1568","RILY","Y2008",1
"1569","RIOT","Y2008",0
"1570","RKDA","Y2008",0
"1571","RLJE","Y2008",0
"1572","RMBL","Y2008",0
"1573","RMBS","Y2008",1
"1574","RMCF","Y2008",0
"1575","RMGN","Y2008",0
"1576","RMNI","Y2008",0
"1577","RMR","Y2008",0
"1578","RMTI","Y2008",1
"1579","RNET","Y2008",0
"1580","RNWK","Y2008",1
"1581","ROCK","Y2008",1
"1582","ROIC","Y2008",1
"1583","ROKU","Y2008",0
"1584","ROLL","Y2008",0
"1585","ROSE","Y2008",0
"1586","ROSG","Y2008",1
"1587","ROST","Y2008",0
"1588","RP","Y2008",0
"1589","RPD","Y2008",0
"1590","RPXC","Y2008",0
"1591","RRGB","Y2008",1
"1592","RRR","Y2008",0
"1593","RSLS","Y2008",1
"1594","RSYS","Y2008",1
"1595","RTIX","Y2008",1
"1596","RTRX","Y2008",0
"1597","RTTR","Y2008",0
"1598","RUN","Y2008",0
"1599","RUSHA","Y2008",1
"1600","RUSHB","Y2008",1
"1601","RUTH","Y2008",1
"1602","RVEN","Y2008",0
"1603","RVLT","Y2008",1
"1604","RVNC","Y2008",0
"1605","RWLK","Y2008",0
"1606","RXII","Y2008",0
"1607","RYAAY","Y2008",0
"1608","RYTM","Y2008",0
"1609","SABR","Y2008",0
"1610","SAEX","Y2008",0
"1611","SAFM","Y2008",0
"1612","SAGE","Y2008",0
"1613","SAIA","Y2008",1
"1614","SALM","Y2008",1
"1615","SANM","Y2008",0
"1616","SATS","Y2008",1
"1617","SAUC","Y2008",1
"1618","SBAC","Y2008",1
"1619","SBBP","Y2008",0
"1620","SBGI","Y2008",1
"1621","SBLK","Y2008",1
"1622","SBOT","Y2008",0
"1623","SBPH","Y2008",0
"1624","SBRA","Y2008",0
"1625","SBRAP","Y2008",NA
"1626","SBUX","Y2008",0
"1627","SCHL","Y2008",0
"1628","SCHN","Y2008",0
"1629","SCKT","Y2008",1
"1630","SCON","Y2008",1
"1631","SCPH","Y2008",0
"1632","SCSC","Y2008",0
"1633","SCVL","Y2008",0
"1634","SCWX","Y2008",0
"1635","SCYX","Y2008",0
"1636","SEAC","Y2008",0
"1637","SECO","Y2008",0
"1638","SEDG","Y2008",0
"1639","SEED","Y2008",0
"1640","SEII","Y2008",1
"1641","SELB","Y2008",0
"1642","SELF","Y2008",0
"1643","SENEA","Y2008",0
"1644","SENEB","Y2008",0
"1645","SES","Y2008",0
"1646","SFIX","Y2008",0
"1647","SFLY","Y2008",0
"1648","SFM","Y2008",0
"1649","SGBX","Y2008",0
"1650","SGC","Y2008",1
"1651","SGEN","Y2008",0
"1652","SGH","Y2008",0
"1653","SGLB","Y2008",1
"1654","SGMA","Y2008",0
"1655","SGMO","Y2008",1
"1656","SGMS","Y2008",1
"1657","SGOC","Y2008",1
"1658","SGRP","Y2008",1
"1659","SGRY","Y2008",0
"1660","SGYP","Y2008",1
"1661","SHEN","Y2008",1
"1662","SHIP","Y2008",1
"1663","SHLD","Y2008",0
"1664","SHLM","Y2008",0
"1665","SHLO","Y2008",0
"1666","SHOO","Y2008",1
"1667","SHOS","Y2008",0
"1668","SHPG","Y2008",0
"1669","SHSP","Y2008",0
"1670","SIEN","Y2008",0
"1671","SIFY","Y2008",0
"1672","SIGM","Y2008",0
"1673","SILC","Y2008",1
"1674","SIMO","Y2008",1
"1675","SINA","Y2008",1
"1676","SINO","Y2008",0
"1677","SIR","Y2008",0
"1678","SIRI","Y2008",0
"1679","SITO","Y2008",1
"1680","SKIS","Y2008",0
"1681","SKYS","Y2008",0
"1682","SKYW","Y2008",1
"1683","SLAB","Y2008",0
"1684","SLDB","Y2008",0
"1685","SLGL","Y2008",0
"1686","SLGN","Y2008",1
"1687","SLNO","Y2008",0
"1688","SLP","Y2008",0
"1689","SLS","Y2008",1
"1690","SMCI","Y2008",1
"1691","SMED","Y2008",0
"1692","SMIT","Y2008",0
"1693","SMMT","Y2008",0
"1694","SMPL","Y2008",0
"1695","SMRT","Y2008",0
"1696","SMSI","Y2008",1
"1697","SMTC","Y2008",0
"1698","SMTX","Y2008",1
"1699","SNBR","Y2008",1
"1700","SNCR","Y2008",1
"1701","SND","Y2008",0
"1702","SNDE","Y2008",0
"1703","SNDX","Y2008",0
"1704","SNES","Y2008",0
"1705","SNGX","Y2008",1
"1706","SNH","Y2008",1
"1707","SNHY","Y2008",1
"1708","SNI","Y2008",1
"1709","SNMX","Y2008",1
"1710","SNNA","Y2008",0
"1711","SNOA","Y2008",0
"1712","SNPS","Y2008",0
"1713","SNSS","Y2008",1
"1714","SODA","Y2008",0
"1715","SOFO","Y2008",0
"1716","SOHO","Y2008",1
"1717","SOHU","Y2008",1
"1718","SONC","Y2008",0
"1719","SORL","Y2008",1
"1720","SP","Y2008",1
"1721","SPAR","Y2008",1
"1722","SPCB","Y2008",1
"1723","SPEX","Y2008",1
"1724","SPI","Y2008",0
"1725","SPIL","Y2008",1
"1726","SPKE","Y2008",0
"1727","SPLK","Y2008",0
"1728","SPNE","Y2008",0
"1729","SPNS","Y2008",1
"1730","SPOK","Y2008",1
"1731","SPPI","Y2008",1
"1732","SPRO","Y2008",0
"1733","SPRT","Y2008",1
"1734","SPSC","Y2008",0
"1735","SPTN","Y2008",1
"1736","SPWH","Y2008",0
"1737","SPWR","Y2008",0
"1738","SQBG","Y2008",1
"1739","SRAX","Y2008",0
"1740","SRCL","Y2008",1
"1741","SRDX","Y2008",0
"1742","SREV","Y2008",0
"1743","SRNE","Y2008",1
"1744","SRPT","Y2008",1
"1745","SRRA","Y2008",0
"1746","SRTS","Y2008",0
"1747","SSC","Y2008",1
"1748","SSKN","Y2008",1
"1749","SSNC","Y2008",0
"1750","SSNT","Y2008",0
"1751","SSRM","Y2008",1
"1752","SSTI","Y2008",0
"1753","SSYS","Y2008",1
"1754","STAA","Y2008",1
"1755","STAF","Y2008",0
"1756","STB","Y2008",0
"1757","STDY","Y2008",0
"1758","STKL","Y2008",1
"1759","STKS","Y2008",0
"1760","STLD","Y2008",1
"1761","STLY","Y2008",1
"1762","STML","Y2008",0
"1763","STMP","Y2008",1
"1764","STRA","Y2008",1
"1765","STRL","Y2008",1
"1766","STRM","Y2008",0
"1767","STRS","Y2008",1
"1768","STRT","Y2008",0
"1769","STX","Y2008",0
"1770","SUMR","Y2008",0
"1771","SUNW","Y2008",0
"1772","SUPN","Y2008",0
"1773","SVA","Y2008",1
"1774","SVRA","Y2008",0
"1775","SWIR","Y2008",1
"1776","SWKS","Y2008",0
"1777","SYKE","Y2008",1
"1778","SYMC","Y2008",0
"1779","SYNA","Y2008",0
"1780","SYNC","Y2008",0
"1781","SYNH","Y2008",0
"1782","SYNL","Y2008",1
"1783","SYNT","Y2008",1
"1784","SYPR","Y2008",1
"1785","SYRS","Y2008",0
"1786","TA","Y2008",1
"1787","TACO","Y2008",0
"1788","TACT","Y2008",1
"1789","TAIT","Y2008",1
"1790","TANH","Y2008",0
"1791","TAST","Y2008",1
"1792","TATT","Y2008",1
"1793","TAX","Y2008",0
"1794","TAYD","Y2008",0
"1795","TBPH","Y2008",0
"1796","TCCO","Y2008",0
"1797","TCMD","Y2008",0
"1798","TCON","Y2008",0
"1799","TCX","Y2008",1
"1800","TEAM","Y2008",0
"1801","TECD","Y2008",0
"1802","TECH","Y2008",0
"1803","TEDU","Y2008",0
"1804","TELL","Y2008",1
"1805","TENX","Y2008",1
"1806","TERP","Y2008",0
"1807","TESS","Y2008",0
"1808","TGA","Y2008",1
"1809","TGEN","Y2008",0
"1810","TGLS","Y2008",0
"1811","TGTX","Y2008",0
"1812","THRM","Y2008",1
"1813","THST","Y2008",0
"1814","TIG","Y2008",0
"1815","TILE","Y2008",1
"1816","TISA","Y2008",0
"1817","TITN","Y2008",0
"1818","TIVO","Y2008",1
"1819","TLF","Y2008",1
"1820","TLGT","Y2008",1
"1821","TLND","Y2008",0
"1822","TMUS","Y2008",0
"1823","TNAV","Y2008",0
"1824","TNDM","Y2008",0
"1825","TNTR","Y2008",0
"1826","TNXP","Y2008",0
"1827","TOCA","Y2008",0
"1828","TOPS","Y2008",1
"1829","TOUR","Y2008",0
"1830","TPIC","Y2008",0
"1831","TPIV","Y2008",1
"1832","TRCH","Y2008",0
"1833","TRHC","Y2008",0
"1834","TRIB","Y2008",1
"1835","TRIL","Y2008",0
"1836","TRIP","Y2008",0
